"MCC\p2.omega{rad/s}","MCC\p2.T{N.m}"
34.9866595331156,0.570570054796514
34.9851982648101,0.636841399132668
34.9822756966066,0.769384156859745
34.9793531285328,0.901926924159666
34.9764305605144,1.03446969143758
34.9705854244815,1.29955522596751
34.9647402884405,1.56464076048304
34.9530500163697,2.0948118295273
34.9413597442972,2.62498289857171
34.9179792001524,3.68532503666116
34.8712181118626,5.80600931284001
34.7776959352831,10.0473778651977
34.7733927891324,10.2425318856396
